address,building_count,company,house,house_count,name,price,type,url,year
"(湖里五缘湾)湖里金山路与钟宅路交叉口东南侧, 钟宅五里32号",10栋,厦门兆投房地产开发有限公司 ,,872户,建发央玺,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3914600729801144/,2013年建成 
"(湖里大唐世家)火炬三路16到48号, 兴隆路553-559号, 兴隆路535-543号, 兴隆路535-9号, 兴隆路535-8号, 兴隆路535-10号",31栋,无开发商,,570户,"大唐世家三,五期",,板楼,https://xm.lianjia.com/xiaoqu/3911058011273/,1998年建成 
(湖里金尚)双浦路299号,4栋,厦门市天地开发建设有限公司,,98户,天宝花园一期,,板楼,https://xm.lianjia.com/xiaoqu/3910367693762976/,1998年建成 
(湖里金山)金山西里161到201号,3栋,厦门中福海实业有限公司,,235户,金山城,,塔板结合,https://xm.lianjia.com/xiaoqu/3911062094070/,2004年建成 
(湖里观音山)半屏山路,20栋,暂无信息,,824户,塔埔社区东区,,板楼,https://xm.lianjia.com/xiaoqu/3911055529939/,2001年建成 
(湖里东渡)禹洲棕榈城一期,4栋,厦门禹洲集团股份有限公司,,358户,禹洲棕榈城一期,,塔楼,https://xm.lianjia.com/xiaoqu/3911057283010/,1998年建成 
(湖里南山路)南山路500到540号,4栋,厦门禹洲集团股份有限公司,,188户,半山豪园,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3911057299088/,2003年建成 
(湖里观音山)半屏山路,16栋, 重庆汇东房地产开发有限公司,,916户,塔埔社区,,板楼,https://xm.lianjia.com/xiaoqu/3911055524536/,2000年建成 
(湖里万达广场)高林中路535号,2栋,万科房产,,1145户,万科中心云玺,,板楼,https://xm.lianjia.com/xiaoqu/3910632923460550/,2000年建成 
(湖里金尚)吕岭路165到169号,10栋,永升旭日集团房地产开发有限公司,,529户,永升彩虹花园,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3911057489732/,1947年建成 
(湖里祥店)后埔北二里242到259号,4栋,厦门禹洲集团股份有限公司,,559户,太微山庄,,塔楼/板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3911055608262/,2002年建成 
(湖里东渡)东村巷20-22号,1栋,暂无信息,,24户,东渡渔港宿舍,,板楼,https://xm.lianjia.com/xiaoqu/3916887960078970/,暂无信息 
(湖里殿前)兴湖路45号,1栋,暂无信息,,200户,高殿寨上综合大楼,,板楼,https://xm.lianjia.com/xiaoqu/3916954663907073/,暂无信息 
(湖里东渡)东渡路250到252号,2栋,厦门市住宅建设总公司,,240户,金龙大厦,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3911057197690/,1994年建成 
(湖里金尚)双浦西路8号,28栋,厦门住宅建设集团有限公司,,1237户,吕岭花园,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3911057351232/,1996年建成 
(湖里东渡)海山路88-106号,5栋,上海华闽房地产开发有限公司,,140户,东辉小区,,板楼,https://xm.lianjia.com/xiaoqu/3914377082957349/,1989年建成 
(湖里大唐世家)园山北里1号,1栋, 陕西亿润经贸有限公司 ,,181户,雪梨公寓,,板楼,https://xm.lianjia.com/xiaoqu/3920023122800620/,1998年建成 
"(湖里五缘湾)安岭路1008号, 安岭路1010号, 安岭路1012号",2栋,丰润置业公司,,62户,丰润金融控股集团大厦,,塔板结合,https://xm.lianjia.com/xiaoqu/3920026618231711/,2003年建成 
(湖里SM)乌石浦路,1栋,锦和置业SVA广电信息,,120户,合兴小区,,塔板结合,https://xm.lianjia.com/xiaoqu/3911053706472/,2009年建成 
(湖里南山路)厦门市湖里区海天路9号,1栋,暂无信息,,241户,银都大厦,,板楼,https://xm.lianjia.com/xiaoqu/3911632946458317/,暂无信息 
(湖里南山路)海天路1号,1栋,建发房产,,104户,海天物流中心,,塔楼,https://xm.lianjia.com/xiaoqu/3920023050441983/,1992年建成 
(湖里机场区)枋湖北二路371-383号,1栋,松建集团,,12户,林业花园,,塔板结合,https://xm.lianjia.com/xiaoqu/3920028083810772/,1990年建成 
(湖里大唐世家)嘉禾路564到568号,3栋,厦门大唐房地产有限公司,,100户,大唐商务中心,,板楼,https://xm.lianjia.com/xiaoqu/3911611560489075/,2015年建成 
(湖里邮轮城)东港北路29号,1栋,厦门华星开发商,,210户,港航大厦,,板楼,https://xm.lianjia.com/xiaoqu/3920031678731542/,1990年建成 
(湖里湖里大道)厦门市湖里区华荣路56-58号,2栋,暂无信息,,24户,湖里人民法院宿舍楼,,板楼,https://xm.lianjia.com/xiaoqu/3912040738713390/,暂无信息 
(湖里南山路)康乐路200号,1栋,暂无信息,,36户,康乐新村检查院宿舍楼,,板楼,https://xm.lianjia.com/xiaoqu/3916000819408504/,暂无信息 
(湖里南山路)海天路67号,2栋,暂无信息,,38户,海天苑,,板楼,https://xm.lianjia.com/xiaoqu/3911537938394508/,暂无信息 
(湖里东渡)海山路139-143,1栋,暂无信息,,12户,东渡小区,,板楼,https://xm.lianjia.com/xiaoqu/3912042352996644/,暂无信息 
(湖里机场区)高崎路888号,1栋,无开发商,,424户,兆翔海天韵,,板楼,https://xm.lianjia.com/xiaoqu/3915796260342265/,2012年建成 
(湖里保税区)鸿宾路9-13,2栋,厦门南湖房地产开发有限公司,,24户,鸿宾路9-13,,板楼,https://xm.lianjia.com/xiaoqu/3911058014292/,2000年建成 
(湖里机场区)县后东二里1~8,6栋, 重庆汇东房地产开发有限公司,,1139户,禾山阳光公寓,,板楼,https://xm.lianjia.com/xiaoqu/3911929975796547/,2006年建成 
(湖里祥店)祥店二路13号,1栋,邯郸市建发投资有限公司,,13户,祥店二路,,塔板结合,https://xm.lianjia.com/xiaoqu/3920021181327719/,2000年建成 
(湖里金山)256-257、259-260号,2栋,金辉集团,,255户,金山西三里256-257、259-260,,塔板结合,https://xm.lianjia.com/xiaoqu/3911062117293/,2002年建成 
(湖里金山)马山安置小区,4栋, 大理耀鹏房地产开发有限责任公司,,676户,马山安置小区,,塔板结合,https://xm.lianjia.com/xiaoqu/3911062210213/,2000年建成 
(湖里金山)金山西二里289号,1栋, 重庆汇东房地产开发有限公司,,208户,山谷城市,,板楼,https://xm.lianjia.com/xiaoqu/3920021057597244/,2001年建成 
(湖里湖里大道)嘉园路32到17号,11栋,厦门华祥房地产发展有限公司,,563户,世纪嘉园东区,,板楼,https://xm.lianjia.com/xiaoqu/3911057441981/,2003年建成 
(湖里南山路)海天路与南山路之间,6栋,厦门丰盛集团公司,,354户,佳丽豪庭,,板楼,https://xm.lianjia.com/xiaoqu/3911057377098/,2005年建成 
(湖里江头)台湾街145到181号,8栋,厦门市鑫新景地房地产开发有限公司,,374户,新景天湖广场,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3911057776138/,1995年建成 
(湖里湖里大道)嘉园路153到205号,8栋,厦门经济特区房地产开发集团有限公司,,583户,芙蓉苑三期,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3911057418417/,1999年建成 
(湖里江头)台湾街9-11号,2栋,东港鑫天地置业有限公司,,380户,国联大厦,,塔楼,https://xm.lianjia.com/xiaoqu/3910928458838270/,1998年建成 
(湖里金尚)双浦西里166号,10栋,厦门中旅房产开发有限公司,,492户,金彩花苑,,板楼,https://xm.lianjia.com/xiaoqu/3911057350074/,1999年建成 
(湖里金山)202-222号,6栋,无开发商,,254户,锦绣金山,,板楼,https://xm.lianjia.com/xiaoqu/3911062132097/,1996年建成 
"(湖里万达广场)金益四里1号到5号, 金益四里7号",5栋,厦门经济特区房地产开发集团有限公司,,891户,特房山水杰座,,板楼,https://xm.lianjia.com/xiaoqu/396922666782031/,2014年建成 
(湖里SM)嘉禾路,1栋, 重庆汇东房地产开发有限公司,,114户,武警公寓,,板楼,https://xm.lianjia.com/xiaoqu/3911053750483/,2002年建成 
"(湖里祥店)祥店里120到124号, 祥店里125到128号，祥店里146到157号",7栋,厦门市恒泰祥房地产开发有限公司,,361户,福满园,,板楼,https://xm.lianjia.com/xiaoqu/3911058685273/,2003年建成 
(湖里五缘湾)穆厝里7到12号,3栋,厦门经济特区房地产开发集团有限公司,,343户,特房五缘新座,,板楼/平房,https://xm.lianjia.com/xiaoqu/3911057754496/,2013年建成 
(湖里五缘湾)高新技术园区钟岭路与岭下路交汇处,2栋,无开发商,,433户,万华中心,,板楼,https://xm.lianjia.com/xiaoqu/3913285688880208/,2013年建成 
(湖里湖边水库)云顶中路3134号,6栋,融坤房地产开发有限公司,,360户,融景湾,,板楼,https://xm.lianjia.com/xiaoqu/3911100132459/,2012年建成 
(湖里大唐世家)园山南路793到799号,4栋,厦门华星开发商,,246户,安泰花园,,板楼,https://xm.lianjia.com/xiaoqu/3911053694515/,2003年建成 
(湖里东渡)和通里60-63,38栋,福建省亿力房地产股份有限公司,,519户,和通里小区,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3911057161429/,1996年建成 
(湖里南山路)华泰路24之1号附近,12栋,厦门建发集团有限公司,,266户,特房南泰苑,,板楼,https://xm.lianjia.com/xiaoqu/3911057384362/,1998年建成 
(湖里SM)乌石浦三里8到53号,7栋,厦门瑞泰房地产公司,,644户,梅阳花园,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3911053737056/,1998年建成 
(湖里五缘湾)五缘东一里6到25号,11栋,厦门新景地集团有限公司,,580户,新景缘,,板楼,https://xm.lianjia.com/xiaoqu/3911100142405/,2008年建成 
(湖里邮轮城)东渡路59到61号,2栋,厦门振华实业公司房地产分公司,,1084户,振华大厦,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3911056378148/,2003年建成 
(湖里金尚)吕岭路237号,4栋,厦门非金属矿进出口有限公司 ,,278户,金岭花园,,板楼,https://xm.lianjia.com/xiaoqu/3911057351114/,2000年建成 
(湖里江头)江头东里,8栋,厦门市天地开发建设有限公司,,431户,嘉盛花园,,板楼,https://xm.lianjia.com/xiaoqu/3911053547969/,2007年建成 
(湖里殿前)长浩二里01到65号,43栋,翔鹭（厦门）房地产开发有限公司,,1372户,翔鹭花城三期,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3911057785220/,2004年建成 
(湖里邮轮城)东港南路23号,2栋,厦门港务地产有限公司,,460户,国际邮轮城,,板楼,https://xm.lianjia.com/xiaoqu/3911056363963/,2008年建成 
(湖里五缘湾)钟宅五里1号,3栋,厦门新景地集团有限公司,,175户,新景翡翠苑,,板楼,https://xm.lianjia.com/xiaoqu/3911057757548/,2013年建成 
(湖里金尚)金尚路427到449号,5栋,厦门市华林建设发展有限公司,,382户,华林金盛花园,,板楼,https://xm.lianjia.com/xiaoqu/3911057344886/,2000年建成 
(湖里机场区)安兜北里13号到57号,14栋,无开发商,,793户,双鲤新城,,塔楼/板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3911057751475/,2002年建成 
(湖里江头)嘉禾路398号,2栋,厦门中铁建设有限公司,,713户,中铁财富港湾,,塔楼/板楼/平房,https://xm.lianjia.com/xiaoqu/3911064009062/,2007年建成 
(湖里万达广场)金益六里特房山水新座,8栋,厦门特工房产有限公司,,352户,特房山水新座,,板楼,https://xm.lianjia.com/xiaoqu/3911057774056/,2012年建成 
(湖里五缘湾)穆厝南里2号到70号,18栋,厦门市中骏置业有限公司,,333户,中骏天誉,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3911099683434/,2015年建成 
(湖里万达广场)金益三里,5栋,厦门国贸地产有限公司,,1296户,湖边花园A区,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3911057767762/,2009年建成 
(湖里南山路)宜宾路201到207号,14栋,厦门市盛华物房地产开发有限公司,,204户,华景花园,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3911057318304/,1995年建成 
(湖里软件园)会展路2001-2007号,4栋,海城中海润泽置业有限公司,,208户,海悦和居,,塔板结合,https://xm.lianjia.com/xiaoqu/3912609909961525/,1998年建成 
(湖里金尚)后埔社347号,1栋,暂无信息,,190户,福胜公寓,,板楼,https://xm.lianjia.com/xiaoqu/3920022293146557/,暂无信息 
(湖里祥店)嘉禾路与园山南路交叉口,2栋,上海航武置业有限公司,,74户,武警宿舍,,板楼,https://xm.lianjia.com/xiaoqu/3911058686681/,1997年建成 
(湖里金尚)金盛里,8栋,暂无信息,,922户,忠仑花园,,未知类型,https://xm.lianjia.com/xiaoqu/3911055923130/,暂无信息 
(湖里保税区)华昌路134号,1栋,北京住总首开置业有限公司,,14户,客家大厦,,板楼,https://xm.lianjia.com/xiaoqu/3918175441012959/,1998年建成 
"(湖里金山)金山西二里296-299号, 金山西路86号, 金山西路56-86号",2栋,金辉地产,,132户,金山西二里,,板楼,https://xm.lianjia.com/xiaoqu/3920022736845276/,1998年建成 
(湖里五缘湾)泗水道,1栋,明发集团,,577户,明发海湾度假村,,板楼,https://xm.lianjia.com/xiaoqu/3911628981006899/,2013年建成 
(湖里殿前)殿前一路1020号,1栋,铁建集团,,12户,西埭公寓,,板楼,https://xm.lianjia.com/xiaoqu/3920025033197203/,2005年建成 
(湖里邮轮城)东渡路,1栋,暂无信息,,28户,厦门海洋渔业开发公司住宅楼,,塔楼,https://xm.lianjia.com/xiaoqu/3911056371458/,暂无信息 
(湖里枋湖)枋湖北二路中骏天宸,4栋,厦门骏佑房地产开发有限公司,,366户,中骏天宸,,未知类型,https://xm.lianjia.com/xiaoqu/3920042380441896/,暂无信息 
(湖里枋湖)枋湖西三路333号,2栋,海城中海润泽置业有限公司,,134户,金枋世家二期,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3911057439545/,2012年建成 
(湖里五缘湾)安岭路998号,1栋,大连金海置业有限公司金海电器分公司,,41户,金海湾财富中心3号,,塔楼,https://xm.lianjia.com/xiaoqu/3920027696717974/,2014年建成 
(湖里SM)湖里区 园山南路802号1106室,2栋,暂无信息,,3户,联发电子广场,,板楼,https://xm.lianjia.com/xiaoqu/39000000000838/,2007年建成 
(湖里南山路)南山路138到159号,23栋,厦门卓晟实业发展有限公司,,810户,仙洞山庄,,板楼,https://xm.lianjia.com/xiaoqu/3911057366552/,1995年建成 
"(湖里大唐世家)园山北二里9号, 园山北二里8号",53栋,厦门佳瑞房地产开发有限公司,,148户,佳馨美墅,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3911454505823372/,1994年建成 
(湖里南山路)海天路65号,1栋,物业和度娘都不知道开发商名称,,139户,鹭辉大厦,,塔楼,https://xm.lianjia.com/xiaoqu/3914374734408945/,2000年建成 
(湖里湖里大道)嘉园路79到103号,4栋,厦门特工房产有限公司,,367户,芙蓉苑二期,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3911057409736/,1999年建成 
"(湖里大唐世家)新丰路45-79号, 湖里厦门市湖里区新丰路45-79号",4栋,厦门大唐房地产有限公司,,217户,大唐世家八期,,板楼,https://xm.lianjia.com/xiaoqu/3911057989139/,2003年建成 
(湖里东渡)厦门市东渡路106号,5栋,东渡国际集团,,125户,东渡华城,,板楼,https://xm.lianjia.com/xiaoqu/3911056357036/,1993年建成 
"(湖里祥店)后埔北二里196到199号, 后埔北二里192-195号",2栋,厦门集富房地产开发有限公司,,206户,阳光美地,,板楼,https://xm.lianjia.com/xiaoqu/3911058687265/,2003年建成 
(湖里祥店)后埔北里281-289号,3栋,厦门市天地开发建设有限公司,,202户,银龙公寓,,板楼,https://xm.lianjia.com/xiaoqu/3911058687183/,2000年建成 
(湖里南山路)南山路161到246号,29栋,厦门经济特区房地产开发集团有限公司,,1387户,康乐新村二期,,板楼,https://xm.lianjia.com/xiaoqu/3911057327103/,1996年建成 
(湖里江头)嘉禾路392号,1栋,中国铁建股份有限公司,,188户,国泰大厦,,板楼,https://xm.lianjia.com/xiaoqu/3911053543774/,1992年建成 
"(湖里大唐世家)兴隆路616到660号, 兴隆路630-642号",7栋,无开发商,,318户,大唐世家六期,,板楼,https://xm.lianjia.com/xiaoqu/3911057996434/,1998年建成 
"(湖里金尚)金盛路, 金丰里20号, 金丰里9-1号",8栋,厦门华星开发商,,246户,丰泽苑,,板楼,https://xm.lianjia.com/xiaoqu/3911055908725/,1998年建成 
(湖里金尚)吕岭路201-211号,13栋,厦门住宅建设集团有限公司,,314户,吕岭路,,板楼,https://xm.lianjia.com/xiaoqu/3911057403769/,1988年建成 
(湖里金山)金山西二里16号到29号,5栋,厦门市政房地产开发有限公司,,273户,金永昌家园,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3911058686082/,2003年建成 
(湖里江头)嘉禾路390号,3栋,厦门市福园房地产开发有限公司,,1473户,福园公寓,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3911053586004/,1999年建成 
(湖里东渡)东渡路,24栋,无开发商,,795户,东渡路,,板楼,https://xm.lianjia.com/xiaoqu/3911565005287693/,1977年建成 
(湖里南山路)南山路105到115号,7栋,无开发商,,176户,南山公寓,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3911057380437/,1990年建成 
(湖里东渡)和宁里113～121号梯,23栋,厦门港务地产有限公司,,285户,濠头村新庄园,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3911057156881/,2000年建成 
(湖里金山)江南雅筑,3栋,厦门新江南发展有限公司,,65户,江南雅筑,,板楼,https://xm.lianjia.com/xiaoqu/3911062081525/,2000年建成 
(湖里湖边水库)金边路万科湖心岛,9栋,厦门万科房地产有限公司,,693户,万科湖心岛,,塔楼/塔板结合/平房,https://xm.lianjia.com/xiaoqu/398097195373191/,2008年建成 
"(湖里大唐世家)禾山路663到705号, 禾山路655号",7栋,厦门市源昌房地产开发有限公司,,417户,源泉山庄,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3911053765351/,1996年建成 
(湖里五缘湾)岐山路14到16号,6栋,信诚集团,,411户,信诚VBO,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3914602305548634/,2016年建成 
"(湖里SM)乌石浦二里116-119号, 乌石浦二里111-129号",3栋,无开发商,,287户,乌石浦新村,,板楼,https://xm.lianjia.com/xiaoqu/3913985273907918/,1990年建成 
(湖里南山路)南山路393-397号,12栋,无开发商,,650户,南山新村,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3911057351233/,1990年建成 
(湖里枋湖)梧桐里1到25号,5栋,厦门钜丰房地产开发有限公司,,251户,御之苑,,板楼,https://xm.lianjia.com/xiaoqu/3911057456200/,2009年建成 
"(湖里祥店)仙岳路10-74号, 祥店路180-101号, 祥店里49号, 祥店二路50-66号",4栋,厦门市天地开发建设有限公司,,253户,"祥店新村(41-47,59-66)",,板楼,https://xm.lianjia.com/xiaoqu/3911058687052/,1986年建成 
(湖里金尚)厦门市湖里区金尚路267号,1栋,厦门一元房地产开发有限公司,,93户,金尚首府,,板楼,https://xm.lianjia.com/xiaoqu/3911130552988012/,2010年建成 
(湖里东渡)和旭里37到39号,17栋,厦门国建美地置业有限公司,,191户,优山美地,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3911057271458/,1999年建成 
(湖里五缘湾)钟宅西二里1到8号,8栋,厦门经济特区房地产开发集团有限公司,,548户,特房五缘尊府,,板楼,https://xm.lianjia.com/xiaoqu/3911057755026/,2012年建成 
(湖里江头)吕岭路,2栋,厦门中城集团,,268户,都市华庭,,塔楼/塔板结合,https://xm.lianjia.com/xiaoqu/3911053697542/,2002年建成 
(湖里万达广场)仙岳路万华国际,1栋,鑫杭（厦门）置业有限公司,,88户,万华国际,,板楼,https://xm.lianjia.com/xiaoqu/3920033687617192/,暂无信息 
(湖里湖里大道)嘉禾路705号,1栋,暂无信息,,1户,厦昌国际,,未知类型,https://xm.lianjia.com/xiaoqu/3920033785148759/,暂无信息 
(湖里枋湖)枋湖路9到19号,2栋,深圳桑达的房地产开发有限公司,,221户,光彩双拥双创园,,塔楼,https://xm.lianjia.com/xiaoqu/3920020848899322/,2008年建成 
(湖里殿前)兴湖路31号,1栋,暂无信息,,160户,启航大厦,,塔楼,https://xm.lianjia.com/xiaoqu/3920021007273012/,2000年建成 
(湖里湖里大道)湖里大道99号,1栋,建发房产,,136户,同吉大厦,,塔板结合,https://xm.lianjia.com/xiaoqu/3920023565559456/,1990年建成 
(湖里湖边水库)下湖社489号,1栋,暂无信息,,1户,星博大厦,,板楼,https://xm.lianjia.com/xiaoqu/3920021761352189/,暂无信息 
(湖里南山路)厦门市湖里兴隆路88号,2栋,暂无信息,,157户,灿坤文化创意园,,板楼,https://xm.lianjia.com/xiaoqu/3913130486526919/,暂无信息 
(湖里大唐世家)马垄路11号,1栋,暂无信息,,1户,佳益大厦,,板楼,https://xm.lianjia.com/xiaoqu/3920033523991212/,暂无信息 
(湖里湖里大道)湖里大道6号,1栋,暂无信息,,48户,北方商务大厦,,未知类型,https://xm.lianjia.com/xiaoqu/3920024127850324/,暂无信息 
(湖里殿前)长浩路270号,1栋,暂无信息,,1户,长江大厦,,未知类型,https://xm.lianjia.com/xiaoqu/3920029677155019/,暂无信息 
(湖里机场区)安兜社8072号,2栋,暂无信息,,3户,安兜社,,板楼,https://xm.lianjia.com/xiaoqu/3920021810639496/,暂无信息 
"(湖里五缘湾)湖里区高新技术园岐山路一号, 岐山路1号, 岐山路01号-47号",1栋,泉州华亿房地产开发有限公司,,168户,亿华中心,,板楼,https://xm.lianjia.com/xiaoqu/3920021959535204/,2013年建成 
(湖里大唐世家)火炬东路22号,1栋,暂无信息,,7户,火炬新天地,,平房,https://xm.lianjia.com/xiaoqu/3920033587959278/,暂无信息 
(湖里机场区)县后社891号,1栋,暂无信息,,25户,汇鑫大厦,,未知类型,https://xm.lianjia.com/xiaoqu/3920026420048305/,暂无信息 
(湖里殿前)寨上二组2180号,1栋,暂无信息,,2户,寨上步行街,,板楼,https://xm.lianjia.com/xiaoqu/3920021906056918/,暂无信息 
(湖里湖里大道)湖里大道22号,1栋,中骏置业,,73户,联发文创口岸,,塔楼,https://xm.lianjia.com/xiaoqu/3920027854020047/,1998年建成 
(湖里湖里大道)厦门市湖里区悦华路161号,1栋,建发房产,,180户,中山公寓,,板楼,https://xm.lianjia.com/xiaoqu/3911743435436193/,1990年建成 
(湖里湖里大道)悦华路151号,2栋,厦门福康有限公司,,275户,豪利大厦,,塔板结合,https://xm.lianjia.com/xiaoqu/3911100911139/,2003年建成 
(湖里五缘湾)五缘湾木浦路101号,1栋,山西恒志缘房地产开发有限公司,,216户,恒缘1985,,板楼,https://xm.lianjia.com/xiaoqu/3912154352971181/,2012年建成 
(湖里东渡)东兴路42号,1栋,暂无信息,,12户,东兴路,,塔板结合,https://xm.lianjia.com/xiaoqu/3920022338233879/,暂无信息 
(湖里五缘湾)安岭二路90号,1栋,天津中昌源投资有限公司,,60户,希尼亚国际,,平房,https://xm.lianjia.com/xiaoqu/3920035510858331/,2006年建成 
(湖里五缘湾)环岛东路2504号,1栋,福建兆翔临港置业有限公司,,180户,海峡新岸,,板楼,https://xm.lianjia.com/xiaoqu/3920033709626766/,2012年建成 
(湖里湖里大道)湖里大道35号,1栋,暂无信息,,1户,联发30号厂房,,板楼,https://xm.lianjia.com/xiaoqu/3920028305107271/,暂无信息 
"(湖里江头)台湾街80号, 江头南路64-102号",1栋,暂无信息,,4户,天地美食城,,未知类型,https://xm.lianjia.com/xiaoqu/3916955426746149/,暂无信息 
(湖里枋湖)金胡二里76号,1栋,暂无信息,,80户,禹洲嘉美伦酒店公寓,,未知类型,https://xm.lianjia.com/xiaoqu/3920031594814819/,暂无信息 
(湖里湖里大道)悦华路153号,2栋, 陕西亿润经贸有限公司 ,,78户,万项商务中心,,板楼,https://xm.lianjia.com/xiaoqu/3916589830260846/,2009年建成 
(湖里南山路)南山路252号,1栋,暂无信息,,30户,广厦花园,,板楼,https://xm.lianjia.com/xiaoqu/3911057306332/,2005年建成 
(湖里机场区)翔云二路258号,1栋,暂无信息,,190户,货运配套单身宿舍楼,,板楼,https://xm.lianjia.com/xiaoqu/3916480240414342/,暂无信息 
(湖里江头)江华里,3栋,厦门市天地开发建设有限公司,,84户,嘉达花园一区,,板楼,https://xm.lianjia.com/xiaoqu/3911053556940/,1990年建成 
(湖里五缘湾)护安路73-75,1栋, 重庆汇东房地产开发有限公司,,206户,梅花光电,,塔板结合,https://xm.lianjia.com/xiaoqu/3920027775375167/,2015年建成 
(湖里五缘湾)五缘湾木浦路103号,1栋,恒安房地产,,128户,恒安国际中心,,塔板结合,https://xm.lianjia.com/xiaoqu/3914282747294267/,2013年建成 
"(湖里大唐世家)新丰路与火炬二路交叉口, 湖里湖里区新丰路18号, 兴隆东里15号, 兴隆东里20-28号, 兴隆东里29号",4栋,厦门火炬集团有限公司,,455户,加州花园,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3911058014750/,2006年建成 
(湖里殿前)长乐路281-307号,8栋,厦门市盛华物房地产开发有限公司,,404户,长乐邨一期,,塔板结合,https://xm.lianjia.com/xiaoqu/3911058031943/,1994年建成 
(湖里南山路)宜宾路6号,10栋,厦门中祥房地产开发有限公司,,236户,荣华大厦湖里区,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3911099496813/,1992年建成 
(湖里殿前)长乐路131到135号,2栋,厦门市盛华物房地产开发有限公司,,89户,永乐阁,,塔板结合,https://xm.lianjia.com/xiaoqu/3911100719278/,2001年建成 
"(湖里保税区)悦星园, 昌宾路, 鸿宾路70-72号",4栋,厦门市富山房地产公司,,166户,悦星园,,塔板结合,https://xm.lianjia.com/xiaoqu/3911057500685/,2007年建成 
"(湖里保税区)悦华路23-29号, 悦华路43",6栋,厦门市盛华物房地产开发有限公司,,163户,兴湖花园,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3911058020792/,1995年建成 
(湖里湖里大道)嘉园路207到213号,15栋,厦门市住宅建设总公司,,841户,芙蓉苑六期,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3911057411533/,1995年建成 
"(湖里万达广场)金益五里1到8号, 金益五里2号, 金益五里2-1号, 金益五里4号, 金益五里4-112号",9栋,厦门特房建设工程集团有限公司,,565户,特房山水尚座湖里,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3911099522041/,2012年建成 
(湖里湖里大道)嘉园路67号,3栋,厦门特工房产有限公司,,369户,芙蓉苑一期,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3911057427719/,1997年建成 
(湖里保税区)华昌路136号,2栋,厦门永升房地产开发有限公司,,76户,都市雅苑,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3911562064294622/,2000年建成 
"(湖里保税区)特祥苑, 昌宾路41-45号, 昌宾路51号",12栋,厦门华星开发商,,444户,特祥苑,,板楼,https://xm.lianjia.com/xiaoqu/3911057444858/,1997年建成 
(湖里东渡)双狮山路8-39号,17栋,无开发商,,568户,双狮山路,,板楼,https://xm.lianjia.com/xiaoqu/3914350758719941/,1985年建成 
(湖里江头)江头东路18号,1栋,厦门华星开发商,,300户,航空大厦,,塔楼,https://xm.lianjia.com/xiaoqu/3911055033339/,1997年建成 
(湖里湖里大道)厦门市湖里区兴隆路89号,12栋, 大理耀鹏房地产开发有限责任公司,,119户,富豪花园,,板楼/平房,https://xm.lianjia.com/xiaoqu/3911135632814045/,1990年建成 
(湖里五缘湾)穆厝里1号到5号,3栋,厦门经济特区房地产开发集团有限公司,,278户,特房五缘尚座,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3911057753520/,2012年建成 
(湖里南山路)南山路253-288号,17栋,厦门经济特区房地产开发集团有限公司,,699户,康乐新村一期西区,,板楼,https://xm.lianjia.com/xiaoqu/3911057341607/,1997年建成 
(湖里东渡)和通里1到11号,5栋,厦门福满经济开发有限公司,,216户,福隆花园,,塔板结合,https://xm.lianjia.com/xiaoqu/3911057143204/,2002年建成 
"(湖里五缘湾)岐山路380-382号, 岐山路388号",5栋,厦门宏益华集团有限公司,,690户,宏益华府,,板楼,https://xm.lianjia.com/xiaoqu/3912428089765530/,2013年建成 
